0,0,2
0,1,79
0,2,-8
0,3,-86
0,4,6
0,5,-29
0,6,88
0,7,-80
0,8,2
0,9,21
0,10,-26
0,11,-13
0,12,16
0,13,-1
0,14,3
0,15,51
0,16,30
0,17,49
0,18,-48
0,19,-99
0,20,-13
0,21,57
0,22,-63
0,23,29
0,24,91
0,25,87
0,26,-80
0,27,60
0,28,-43
0,29,-79
0,30,-12
0,31,-52
0,32,-42
0,33,69
0,34,87
0,35,-86
0,36,89
0,37,89
0,38,74
0,39,89
0,40,-50
0,41,7
0,42,-46
0,43,-37
0,44,30
0,45,-50
0,46,34
0,47,-80
0,48,-28
0,49,66
0,50,-83
0,51,31
0,52,-12
0,53,-41
0,54,-87
0,55,-92
0,56,-11
0,57,-48
0,58,29
0,59,-17
0,60,-9
0,61,10
0,62,87
0,63,98
0,64,71
0,65,-93
0,66,74
0,67,-66
0,68,-20
0,69,63
0,70,-51
0,71,3
0,72,31
0,73,-99
0,74,33
0,75,-47
0,76,5
0,77,-97
0,78,-47
0,79,90
0,80,45
0,81,-57
0,82,61
0,83,89
0,84,-87
0,85,-6
0,86,-53
0,87,-86
0,88,99
0,89,89
0,90,-61
0,91,-19
0,92,10
0,93,-48
0,94,-77
0,95,53
0,96,87
0,97,23
0,98,-60
0,99,56
0,100,-86
0,101,-56
0,102,-36
0,103,-12
0,104,-30
0,105,-92
0,106,-13
0,107,28
0,108,35
0,109,-38
0,110,38
0,111,-20
0,112,35
0,113,62
0,114,62
0,115,-68
0,116,22
0,117,-96
0,118,-60
0,119,-73
0,120,34
0,121,-29
0,122,-89
0,123,61
0,124,-68
0,125,-53
0,126,50
0,127,-39
0,128,-64
0,129,-2
0,130,71
0,131,3
0,132,-66
0,133,92
0,134,0
0,135,74
0,136,30
0,137,-100
0,138,-96
0,139,41
0,140,2
0,141,-74
0,142,36
0,143,-86
0,144,-11
0,145,-59
0,146,23
0,147,78
0,148,-38
0,149,-5
0,150,-49
0,151,-5
0,152,31
0,153,50
0,154,42
0,155,70
0,156,-72
0,157,-65
0,158,-88
0,159,59
0,160,-30
0,161,86
0,162,-15
0,163,-73
0,164,-35
0,165,69
0,166,-56
0,167,-39
0,168,84
0,169,33
0,170,-73
0,171,-73
0,172,7
0,173,-57
0,174,-17
0,175,-71
0,176,89
0,177,-26
0,178,27
0,179,-9
0,180,89
0,181,28
0,182,20
0,183,-74
0,184,89
0,185,20
0,186,15
0,187,-98
0,188,2
0,189,97
0,190,99
0,191,54
0,192,36
0,193,-39
0,194,64
0,195,-50
0,196,71
0,197,51
0,198,-42
0,199,17
0,200,59
0,201,-5
0,202,79
0,203,12
0,204,-39
0,205,85
0,206,-49
0,207,-89
0,208,-62
0,209,29
0,210,30
0,211,12
0,212,0
0,213,12
0,214,83
0,215,-20
0,216,86
0,217,12
0,218,-99
0,219,29
0,220,-47
0,221,-14
0,222,28
0,223,46
0,224,25
0,225,29
0,226,-48
0,227,71
0,228,59
0,229,97
0,230,59
0,231,-33
0,232,82
0,233,83
0,234,22
0,235,44
0,236,-63
0,237,-77
0,238,-32
0,239,15
0,240,-3
0,241,97
0,242,38
0,243,43
0,244,-4
0,245,23
0,246,86
0,247,-31
0,248,-8
0,249,-98
0,250,47
0,251,86
0,252,63
0,253,46
0,254,-11
0,255,94
0,256,46
0,257,47
0,258,-5
0,259,98
0,260,-49
0,261,60
0,262,67
0,263,27
0,264,-62
0,265,-19
0,266,3
0,267,28
0,268,-90
0,269,84
0,270,77
0,271,50
0,272,58
0,273,-59
0,274,-2
0,275,-94
0,276,43
0,277,-11
0,278,11
0,279,-41
0,280,12
0,281,-99
0,282,28
0,283,-53
0,284,39
0,285,96
0,286,-64
0,287,59
0,288,-92
0,289,-2
0,290,46
0,291,-53
0,292,30
0,293,47
0,294,51
0,295,-47
0,296,19
0,297,60
0,298,51
0,299,15
1,0,-26
1,1,12
1,2,99
1,3,63
1,4,65
1,5,3
1,6,-17
1,7,11
1,8,-2
1,9,52
1,10,-8
1,11,45
1,12,27
1,13,9
1,14,-19
1,15,93
1,16,-47
1,17,62
1,18,88
1,19,68
1,20,60
1,21,-33
1,22,-68
1,23,41
1,24,-80
1,25,-53
1,26,47
1,27,27
1,28,35
1,29,34
1,30,94
1,31,44
1,32,27
1,33,-68
1,34,75
1,35,86
1,36,14
1,37,18
1,38,-79
1,39,57
1,40,-63
1,41,8
1,42,-50
1,43,81
1,44,-93
1,45,-74
1,46,-74
1,47,-80
1,48,-71
1,49,-4
1,50,-73
1,51,10
1,52,91
1,53,96
1,54,-40
1,55,-53
1,56,46
1,57,-97
1,58,-66
1,59,91
1,60,-52
1,61,-84
1,62,71
1,63,57
1,64,-55
1,65,16
1,66,-95
1,67,-2
1,68,23
1,69,-64
1,70,-77
1,71,-8
1,72,-55
1,73,80
1,74,-6
1,75,-2
1,76,87
1,77,15
1,78,90
1,79,59
1,80,60
1,81,-34
1,82,27
1,83,-83
1,84,-76
1,85,-47
1,86,-43
1,87,-34
1,88,3
1,89,73
1,90,-77
1,91,13
1,92,-69
1,93,74
1,94,-15
1,95,50
1,96,93
1,97,26
1,98,54
1,99,29
1,100,-84
1,101,3
1,102,60
1,103,36
1,104,-58
1,105,75
1,106,-62
1,107,69
1,108,-75
1,109,-2
1,110,-51
1,111,52
1,112,51
1,113,-88
1,114,-41
1,115,34
1,116,-44
1,117,-65
1,118,72
1,119,-81
1,120,-36
1,121,-93
1,122,43
1,123,41
1,124,14
1,125,42
1,126,-9
1,127,-3
1,128,-35
1,129,-69
1,130,90
1,131,-15
1,132,-50
1,133,52
1,134,85
1,135,-38
1,136,89
1,137,24
1,138,49
1,139,-43
1,140,-43
1,141,-15
1,142,-52
1,143,79
1,144,69
1,145,-31
1,146,-86
1,147,-47
1,148,87
1,149,0
1,150,-93
1,151,-48
1,152,-41
1,153,7
1,154,-96
1,155,2
1,156,95
1,157,-95
1,158,8
1,159,15
1,160,-7
1,161,-54
1,162,-2
1,163,-46
1,164,67
1,165,-49
1,166,43
1,167,-88
1,168,13
1,169,23
1,170,5
1,171,57
1,172,46
1,173,44
1,174,19
1,175,-38
1,176,-82
1,177,-9
1,178,-43
1,179,82
1,180,-11
1,181,16
1,182,-39
1,183,-78
1,184,26
1,185,36
1,186,39
1,187,28
1,188,-43
1,189,21
1,190,-100
1,191,-67
1,192,-5
1,193,25
1,194,17
1,195,-53
1,196,-12
1,197,16
1,198,28
1,199,-85
1,200,88
1,201,91
1,202,90
1,203,-32
1,204,-79
1,205,-8
1,206,94
1,207,-25
1,208,53
1,209,43
1,210,78
1,211,-15
1,212,84
1,213,-72
1,214,-32
1,215,-54
1,216,-7
1,217,89
1,218,96
1,219,43
1,220,75
1,221,-16
1,222,-62
1,223,-1
1,224,-68
1,225,0
1,226,-78
1,227,-91
1,228,-32
1,229,-1
1,230,-67
1,231,79
1,232,37
1,233,46
1,234,85
1,235,-5
1,236,-100
1,237,-32
1,238,-97
1,239,-85
1,240,-77
1,241,-21
1,242,-99
1,243,27
1,244,59
1,245,-17
1,246,51
1,247,39
1,248,77
1,249,62
1,250,23
1,251,-68
1,252,60
1,253,88
1,254,78
1,255,70
1,256,0
1,257,-89
1,258,-34
1,259,-36
1,260,60
1,261,67
1,262,-27
1,263,-58
