861,3388,-31
3773,4714,0
3093,2432,8
467,1017,49
4427,642,60
3445,4063,77
3172,316,98
2920,2304,11
131,441,73
1686,1139,-49
770,915,18
2392,2304,-27
2434,4143,-35
1185,3422,48
4556,2079,51
3386,4151,75
4118,2201,20
4844,4552,-88
2905,36,-37
475,818,-96
1083,1947,45
2559,3957,15
2048,4352,-64
2748,2226,-47
976,3326,-69
1807,508,-73
190,3746,-15
2735,4117,-56
3006,3878,-73
4659,4815,-36
1900,460,-31
1268,1406,-59
1529,4096,60
3203,2037,-85
3557,2678,40
3891,1745,48
647,2984,-42
2889,2359,-54
2436,1232,66
601,1178,9
2364,762,25
2062,4779,-58
242,2355,54
2042,4715,8
2825,3727,64
2613,1544,13
1364,3678,-98
1479,1934,-25
2557,3169,-94
776,3562,85
4015,4103,-81
35,3858,-22
3153,4018,-36
1956,4445,14
1586,2965,41
3944,1031,-3
3074,2548,-52
1022,2523,-27
3462,4620,-64
2614,1876,33
3844,590,-95
1501,2281,-73
4799,3102,1
162,2415,20
4298,3898,40
1982,3679,-88
996,1844,22
4912,4152,-91
3343,1939,-21
4552,2195,66
3799,4460,-2
1276,253,50
1017,1467,-64
338,736,20
879,340,-93
1077,3588,87
4888,1377,-15
3994,4720,-96
4860,705,21
380,3725,-74
493,4419,23
2063,2909,46
3885,1975,70
65,1469,-58
2569,2143,-66
2028,553,-46
2696,3492,-40
1496,790,-54
392,1174,1
4515,553,-24
4475,3423,-45
3562,4212,-19
2279,632,45
3100,270,92
201,861,-48
4876,291,-12
3105,1458,-16
4599,630,38
2455,475,11
3646,4633,28
805,4081,-5
2732,4781,-93
2774,1761,46
1571,3083,82
2691,4709,-85
3841,3975,-35
1029,3399,-89
503,2324,-8
4494,3562,-27
871,2393,89
4489,3845,-15
207,2416,-3
1485,3805,85
864,4827,-80
2791,1625,-64
564,1509,-96
4192,4111,97
1758,4854,59
1679,4,-34
3243,3448,-91
4637,2581,96
1060,3792,-13
1723,1161,-17
3315,834,-39
3158,1999,-64
2626,1203,74
2730,2176,-52
1598,1382,-77
3061,4174,-19
2694,2789,53
4892,2822,5
3628,4178,-46
1364,342,-94
1982,1362,68
1664,4192,29
1530,4617,57
2039,996,22
3303,357,-81
2238,186,-45
1307,1694,-77
4030,2591,7
2676,1343,39
1283,1692,-10
710,1083,-86
4745,2058,-28
4414,2905,75
3749,3196,-40
4780,4452,98
664,3418,-73
1999,2381,9
3446,17,-98
3744,324,-85
1496,2071,63
3305,931,31
3764,4555,-92
1854,4653,9
4660,1445,-89
1292,4037,-27
3582,403,-57
3458,3403,7
1637,4553,93
3697,1507,46
3000,1522,-88
3153,3099,82
699,2445,-36
2161,2188,-9
4098,2569,3
4738,2794,97
855,92,15
3475,4948,30
1708,4941,8
2778,4763,52
1734,1754,20
4932,4893,7
3511,88,79
203,1642,-85
3256,2963,-58
4219,2143,-45
4497,551,95
767,2447,35
4390,1952,2
2328,2291,71
2932,3838,65
198,624,50
1931,3758,-95
3583,4797,-58
609,3293,-57
3273,3833,17
1148,2612,-21
4283,162,-78
3398,1993,43
2512,2083,-92
1795,3014,36
660,37,85
2812,846,92
1370,2877,-42
1987,3347,50
147,4055,-32
3220,4201,46
2912,336,-66
1735,3098,-4
1844,2344,82
489,1561,9
2977,4982,-61
1960,4165,41
2386,4247,-17
2920,662,15
4737,4853,-88
1803,3740,-48
4062,3184,-21
3370,1486,-6
263,2410,-62
624,4299,-17
1017,2535,20
3644,4,-36
4977,3098,83
2050,2849,-61
3724,27,73
4549,965,34
3109,3097,-56
4091,72,-79
2057,2948,34
3171,2316,21
1683,3898,-49
2256,4491,-1
1155,4965,-33
4500,2412,97
3192,117,-34
1697,2212,-98
3992,2925,-43
4724,2838,19
4683,577,94
1649,772,-1
1446,200,81
4200,1756,-92
3924,180,81
254,2406,78
3184,3324,-85
2558,4749,-89
99,4774,1
2201,2302,47
2962,2989,80
4974,1603,-70
4434,1120,-80
3778,2215,30
2870,1912,-80
3235,2902,-9
3792,1086,-73
957,174,32
4068,3533,-30
161,4720,96
4494,1239,-28
1301,3311,74
4912,4835,47
3988,3814,65
1528,3817,15
1219,4771,64
4497,1974,-43
4736,3783,44
3105,2245,-59
2736,1658,-4
4556,413,59
955,3411,-39
4566,4093,-5
3447,1383,11
1046,1124,19
1694,4330,-14
3437,4013,48
563,2244,60
2486,2590,94
3355,1779,33
226,1130,12
4894,645,-9
960,3523,-35
4549,1558,-69
3068,4502,-37
816,2774,53
4755,2786,89
4643,1707,-96
3121,2602,38
17,3644,27
1244,375,-27
2206,1613,76
2525,455,-9
1070,4298,89
3445,1476,-41
2566,854,-99
1061,724,-12
2328,1392,86
3421,2388,6
302,262,14
4277,543,-25
607,551,52
3171,3798,95
700,638,69
1140,165,-25
191,2806,98
2301,621,82
981,1224,65
2976,3343,70
1185,51,97
3328,489,80
3395,665,27
128,1247,-80
2066,2711,47
1817,4362,-82
570,4169,60
1896,3953,-38
2734,2592,95
3864,881,87
4722,435,-82
4015,1985,12
2902,4453,55
1687,4114,-79
3010,3871,-50
155,2623,-13
2538,1793,22
1410,2799,-38
4058,3513,-39
785,1494,56
3176,2680,-27
4342,1626,-69
2807,2420,52
538,3018,43
1842,1848,-86
2456,3247,86
525,1539,-53
2951,1317,-83
4132,1720,-78
4781,1951,-46
4116,224,-59
2369,2027,30
3848,1548,98
4496,3779,2
2702,3724,-49
972,1524,-90
1167,2704,-46
4930,1973,-13
2775,4529,13
1983,4605,-76
854,4604,-9
4147,617,-14
3737,4516,-20
3770,4170,68
575,2622,64
3262,4242,82
1149,2094,-92
1716,1765,-2
4778,3177,-65
4934,1133,-44
3855,4217,-38
2492,3571,-19
2661,1067,-81
3125,2147,-54
3052,706,-81
5,2359,-95
4870,3535,-28
877,3813,6
992,2471,-8
4143,4068,-72
4365,3461,-1
4466,3769,10
636,1935,20
1694,2320,-52
1683,2873,7
4753,210,33
120,4835,-62
831,2808,-69
3676,4255,76
1370,3963,-58
741,4837,7
117,1954,-73
2839,2391,-56
1151,3526,-36
1932,4795,-51
1013,3215,-47
1665,2445,-50
1082,2584,-58
4730,141,-37
513,4336,-71
2850,292,69
560,2865,65
3673,4178,-14
4584,2608,-35
4993,3937,-32
3344,2918,-86
4071,2219,88
4800,1798,9
1471,977,33
581,580,-77
2295,2574,20
3148,2590,-16
4250,3284,41
1680,1800,39
3507,1462,82
2745,4418,-33
3357,4069,21
4046,2948,-57
1244,714,-16
3119,2424,78
2142,1891,65
3060,3568,-60
4549,1679,21
2960,2148,-57
2266,918,-26
2480,2267,-9
4647,2525,-85
1636,1807,77
1758,4052,65
4453,560,-15
2071,629,32
2850,3067,36
3252,1912,-24
3731,3763,-62
2490,3552,-14
1632,1809,54
2817,2387,59
1016,1896,-37
1349,3931,60
4612,1007,5
3088,49,-11
2840,1851,45
336,1930,-34
4593,2133,-96
896,1526,-42
3547,329,-25
852,2658,-97
1688,4530,-85
1932,588,-26
3747,3206,-1
2428,1599,20
1569,3852,75
4001,2473,-35
2739,2818,35
3499,4608,71
3914,1409,-80
1067,1012,-75
4381,4660,62
2445,4399,42
4108,4045,67
3374,1330,-71
3970,2605,-35
2547,2024,-21
754,4508,-88
2083,3186,-100
2775,4604,70
2897,4152,55
4186,2594,28
776,3342,67
1626,196,61
3070,1791,40
418,1107,-40
115,2790,16
617,2185,-35
3975,539,22
3268,4785,-97
826,719,40
1517,3996,-65
3147,306,-5
413,388,88
729,725,85
3349,2597,-16
2809,2436,42
676,2341,-11
3466,179,-16
2505,1904,-89
2968,1705,-25
2787,3384,-32
1123,4176,88
4080,4543,-59
1572,4862,59
2144,4666,29
1688,96,-93
4133,1284,-47
3852,248,35
3441,982,-13
3767,4364,40
2327,1566,-72
2915,2142,-88
4969,736,-43
3953,3388,-38
596,2660,-14
729,449,74
1366,1836,-14
4493,4716,-27
699,614,-63
396,1434,-32
4172,877,-32
4361,2576,67
2503,1134,28
1820,4871,29
718,672,12
2783,1631,-72
4947,3319,21
3578,361,-94
144,2393,84
4981,3902,-46
3141,798,63
4492,1784,-94
2939,67,-9
3637,3035,-91
3223,2091,-21
1168,2277,-27
2617,3516,66
1063,234,-43
2157,1223,-11
2983,2545,-3
3295,1056,-61
4730,4555,41
1157,3348,28
733,1170,44
4331,4102,-52
4847,494,-15
954,3180,43
2540,3844,34
3325,1364,42
3302,3399,14
1543,1057,-80
1192,143,-35
2994,3316,86
2682,4832,75
1218,2774,-12
1541,1885,77
3237,2265,37
