1,795,5929
1,861,7056
1,4874,-976
1,10892,4116
1,11373,925
1,15229,4697
1,15796,3481
1,16486,308
1,20310,686
1,24762,-3478
1,24854,49
1,26869,-4200
1,27601,-3626
1,29271,672
1,32715,4819
1,33431,-610
1,37789,2849
1,37953,8649
1,43276,364
1,45117,1936
1,47031,1369
1,48703,3721
1,49410,549
2,998,1296
2,2021,287
2,2652,-1680
2,3861,-1350
2,4292,3600
2,5284,-918
2,5510,1764
2,5750,5929
2,8529,324
2,9912,1089
2,12811,441
2,13192,486
2,14844,-2652
2,16085,-1722
2,16466,612
2,16486,49
2,16656,324
2,17456,1681
2,17925,8272
2,22900,1600
2,28461,-936
2,28478,2262
2,29075,2601
2,30236,7744
2,36613,3666
2,37596,462
2,37952,-1450
2,40971,-3690
2,41231,3364
2,42026,-2900
2,42203,3936
2,43479,3510
2,43556,-7832
2,43562,1521
2,44242,1275
2,44804,3861
2,45117,308
2,49240,2552
18,563,-550
18,3199,1183
18,4171,9801
18,4272,210
18,4704,2772
18,6396,5476
18,7036,3960
18,11004,-2077
18,11030,-2914
18,11519,7225
18,12113,-810
18,13269,3481
18,13375,2604
18,14397,6586
18,16220,-85
18,17008,7921
18,21323,-1488
18,22114,1944
18,22929,2759
18,27237,100
18,30607,4736
18,30884,6724
18,31955,1600
18,33109,-5742
18,34151,169
18,36882,4096
18,39382,5184
18,40442,-5576
18,42011,-5664
18,45161,-760
18,46068,-3960
18,49133,961
25,369,-234
25,1525,-2813
25,2018,-7872
25,2487,8281
25,3575,1746
25,6425,-768
25,12726,9409
25,13104,3888
25,15389,1681
25,19146,4100
25,21741,-328
25,22341,2736
25,23475,451
25,23868,-5304
25,24418,-231
25,27196,-768
25,27971,9
25,30345,-1353
25,31077,-1763
25,31665,9216
25,32890,6084
25,36458,2916
25,37247,-198
25,37920,9801
25,39242,7225
25,39606,-91
25,42052,2304
25,45034,6162
25,45292,-1026
25,46663,8827
25,48102,720
25,48433,3360
25,48718,1026
50,1018,2916
50,1566,6720
50,1895,-432
50,3043,-2376
50,3735,-1536
50,7409,-444
50,8331,1512
50,8713,4356
50,8847,-702
50,11245,961
50,11424,1488
50,12968,4356
50,14324,-2862
50,15475,64
50,15964,-90
50,18071,576
50,18994,-5600
50,19953,-1088
50,21566,-696
50,24232,4096
50,25785,1536
50,28787,-2821
50,28858,2220
50,29009,25
50,29413,1984
50,30368,960
50,32354,2304
50,33795,6336
50,35378,-2496
50,36424,121
50,36452,1620
50,37517,-558
50,39929,-814
50,43187,324
50,43454,925
50,44070,4900
50,46171,522
50,46989,6930
50,47788,2627
50,48198,1860
50,48561,1369
50,48926,1443
526,583,-3540
526,2422,2304
526,5526,-497
526,5585,273
526,5984,18
526,6475,-1534
526,7922,4356
526,18361,5184
526,20429,-3762
526,20774,-432
526,21574,49
526,23754,-936
526,24737,6402
526,25017,484
526,26720,-760
526,30251,-220
526,30471,2622
526,32867,2432
526,35079,324
526,35708,-2112
526,36545,1330
526,37862,-4224
526,40679,3481
526,40798,1521
526,44595,-1976
526,49077,1444
1150,1721,54
1150,7567,1764
1150,9714,344
1150,9770,324
1150,11533,10000
1150,12252,6480
1150,13920,-128
1150,15961,-6000
1150,17544,8500
1150,18075,2268
1150,20440,2209
1150,23120,64
1150,24839,400
1150,25477,-4089
1150,26001,-4230
1150,26674,16
1150,29105,800
1150,30974,7000
1150,32234,1296
1150,32822,-2408
1150,33049,6400
1150,33355,-3700
1150,36913,-504
1150,37108,-144
1150,38211,-558
1150,41635,1692
1150,42559,-1128
1150,43776,-2200
1150,44901,7396
1150,49634,1504
1150,49835,5920
7724,9340,-5852
7724,12550,1600
7724,24889,5929
7724,26077,4851
7724,28378,2401
7724,45433,-7546
7724,49507,-6853
10647,10647,3844
10647,31958,-4774
10647,34582,868
10647,49051,-3534
13800,978,860
13800,1268,-4816
13800,13800,7396
13800,15904,5934
13800,25869,-5332
13800,31114,-3784
